Airport Code,Airport Name,CityName,Airport Country
UHSS,KHOMUTOVO,YUZHNO-SAKHALINSK,RUSSIA
UHWW,KNEVICHI,VLADIVOSTOK,RUSSIA
UIAA,KADALA,CHITA,RUSSIA
UIBB,BRATSK,BRATSK,RUSSIA
UIII,IRKUTSK,IRKUTSK,RUSSIA
UIUU,MUKHINO,ULAN-UDE,RUSSIA
UKBB,KIEV(BORISPOL),,UKRAINE
UKCC,DONETSK,,UKRAINE
UKCV,MARIUPOL,,UKRAINE
UKCW,LUGANSK,,UKRAINE
UKDB,BERDYANSK,,UKRAINE
UKDD,DNIPROPETROVSK,,UKRAINE
UKDE,ZAPORIZHZHIA INTL,,UKRAINE
UKDR,KRIWOJ,,UKRAINE
UKFB,Belnek,Sevastopol,UKRAINE
UKFF,SIMFEROPOL,,UKRAINE
UKHH,KHARKOV,,UKRAINE
UKIB,BELTSY,,MOLDOVA
UKKK,ZHULYANY,KIEV,UKRAINE
UKLI,IVANO-FRANKIVSK,,UKRAINE
UKLL,LVOV,,UKRAINE
UKLN,CHERNOVTSY,,UKRAINE
UKLR,ROVNO,,UKRAINE
UKLU,UZHGOROD,,UKRAINE
UKLV,NIKOLAEV,,UKRAINE
UKOO,ODESAA,,UKRAINE
UKWW,VINNITSA,,RUSSIA
ULLI,PULKOVO,ST PETERSBURG,RUSSIA
ULMM,MURMANSK,MURMANSK,RUSSIA
ULPB,PETROZAVODSK,,RUSSIA
UMBB,BREST,,BELARUS
UMGG,GOMEL,,BELARUS
UMII,VITEBSK/VOSTOCHNY,,BELARUS
UMKK,KHRABROVO,KALININGRAD,RUSSIA
UMMG,GRODNO,,BELARUS
UMMS,MINSK,,BELARUS
UNEE,KEMEROVO,KEMEROVO,NORWAY
UNKL,YEMELYANOVO,KRASNOYARSK,RUSSIA
UNNT,TOLMACHEVO,NOVOSIBIRSK,RUSSIA
UNOO,OMSK,OMSK,RUSSIA
URKA,ANAPA,,RUSSIA
URKK,KRASNODAR,,RUSSIA
URMG,GROZNY,,RUSSIA
URML,MAKHACHKALA,,RUSSIA
URMM,MINERALNYYE VODY,,RUSSIA
URMN,NALCHIK,,RUSSIA
URMO,VLADIKAVKAZ,,RUSSIA
URMT,STAVROPOL,,RUSSIA
URRR,ROSTOV-NA-DONU,,RUSSIA
URSS,SOCHI,,RUSSIA
URWA,ASTRAKHAN,,RUSSIA
URWI,ELISTA,,RUSSIA
URWW,VOLGOGRAD,,RUSSIA
USKK,KIROV,,RUSSIA
USPP,PERM(BIG SAVINO),,RUSSIA
USSS,Ekaterinburg,Ekaterinburg,RUSSIA
UTAA,ASHGABAT,,TURKMENISTAN
UTAK,TURKMENBASHI,,TURKMENISTAN
UTDD,DUSHANBE,DUSHANBE,TAJIKISTAN
UTNN,NUKUS,,UZBEKISTAN
UTSS,SAMARKAND,SAMARKAND,UZBEKISTAN
UTST,TERMEZ,TERMEZ,UZBEKISTAN
UTTT,TASHKENT YUZHNY,TASHKENT,UZBEKISTAN
UUBB,BYKOVO,,RUSSIA
UUBP,BRYANSK,,RUSSIA
UUDD,DOMODEDODO,MOUSCOW,RUSSIA
UUEE,SHEREMETYEVO,MOSCOW,RUSSIA
UUOO,VORONEZH,,RUSSIA
UUOT,DONSKOYE,,RUSSIA
UUWW,MOSCOW(VNUKOVO)  T A,,RUSSIA
UUYH,UKTHA,,RUSSIA
UUYY,SYKTYVKAR,,RUSSIA
UWGG,NIZHNY NOVGOROD,,RUSSIA
UWKD,KAZAN,,RUSSIA
UWKS,CHEBOKSARY,,RUSSIA
UWLV,ULYANOVSK EAST,,RUSSIA
UWOO,ORENBURG/TSENTRALNY,,RUSSIA
UWPS,SARANSK,,RUSSIA
UWSB,BALAKOVO,,RUSSIA
UWSS,SARATOV,,RUSSIA
UWUU,UFA,,RUSSIA
UWWW,SAMARA,,RUSSIA
VAAH,AHMEDABAD,AHMEDABAD,INDIA
VAAU,AURANGABAD,AURANGABAD,INDIA
VABB,MUMBAI,MUMBAI,INDIA
VABJ,BHUJ,BHUJ,INDIA
VABM,BELGAUM,BELGAUM,INDIA
VABO,VADODARA,VADODARA,INDIA
VABP,BHOPAL,BHOPAL,INDIA
VABV,BHAVNAGAR,BHAVNAGAR,INDIA
VAGO,DABOLIM NAVY,GOA,INDIA
VAID,INDORE,INDORE,INDIA
VAJM,JAMNAGAR AB,JAMNAGAR,INDIA
VAKE,GANDHIDHAM,KANDLA,INDIA
VAKJ,KHAJURAHO,KHAJURAHO,INDIA
VAKS,JUNAGADH,KESHOD,INDIA
VANP,NAGPUR,NAGPUR,INDIA
VAPO,POONA,POONA,INDIA
VAPR,PORBANDAR,PORBANDAR,INDIA
VARK,RAJKOT,RAJKOT,INDIA
VARP,RAIPUR,RAIPUR,INDIA
VAUD,UDAIPUR,UDAIPUR,INDIA
VCBI,KATUNAYAKE,COLOMBO,SRI LANKA
VDBG,BATTAMBANG,"BATTAMBANG, COMBODIA",CAMBODIA
VDPP,POCHENTONG,PHNOM PENH,CAMBODIA
VDSR,SIEM REAP,"SIEM REAP, CAMBODIA",CAMBODIA
VEAT,AGARTALA,AGARTALA,INDIA
VEBD,BAGHDOGRA AB,BAGHDOGRA,INDIA
VEBS,BHUBANESWAR,BHUBANESWAR,INDIA
VECC,NETAJI SUBHAS CHANDRA BOSE INT,CALCUTTA,INDIA
VEGT,GUWAHATI,GUWAHATI,INDIA
VEIM,TULIHAL,IMPHAL,INDIA
VEJT,JORHAT AB,JORHAT,INDIA
VEKU,SILCHAR,SILCHAR,INDIA
VEMN,MOHANBARI,DIBRUGARH,INDIA
VEMR,DIMAPUR AB,DIMAPUR,INDIA
VEPT,PATNA,PATNA,INDIA
VERC,RANCHI,RANCHI,INDIA
VEVZ,VISHAKHAPATNAM,VISHAKHAPATNAM,INDIA
VGCB,COX'S BAZAR,COX'S BAZAR,BANGLADESH
VGEG,CHITTAGONG,CHITTAGONG,BANGLADESH
VGHS,ZIA INTL,DHAKA,BANGLADESH
VGJR,JESSORE,JESSORE,BANGLADESH
VGRJ,RAJSHAHI,RAJSHAHI,BANGLADESH
VGSD,SAIDPUR,SAIDPUR,BANGLADESH
VGSY,OSMANI,SYLHET,BANGLADESH
VHHH,HONG KONG INTL,HONG KONG,"HONG KONG (SAR, CHINA)"
VIAG,AGRA AB,AGRA,INDIA
VIAR,AMRITSAR,AMRITSAR,INDIA
VIBN,VARANASI,VARANASI,INDIA
VIBR,BHUNTAR,KULU,INDIA
VICG,CHANDIGARH AB,CHANDIGARH,INDIA
VIDP,INDIRA GANDHI INTL,DELHI,INDIA
VIGR,MAHARAJPUR AB,GWALIOR,INDIA
VIJO,JODHPUR AB,JODHPUR,INDIA
VIJP,JAIPUR,JAIPUR,INDIA
VIJU,JAMMU,JAMMU,INDIA
VILK,LUCKNOW,LUCKNOW,INDIA
VISM,SHIMLA,SHIMLA,INDIA
VISR,SRINAGAR AB,SRINAGAR,INDIA
VIV,VIVIGANI,VIVIGANI,PAPUA NEW GUINEA
VJLE,Vejle St,Vejle St,DENMARK
VLAP,ATTOPEU,ATTOPEU,LAO PEOPLES DEMOCRATIC REPUBLIC
VLLB,LUANG PRABANG,LUANG PRABANG,LAO PEOPLES DEMOCRATIC REPUBLIC
VLLN,LUANG NAMTHA,LUANG NAMTHA,LAO PEOPLES DEMOCRATIC REPUBLIC
VLOS,OUDOMSAY,OUDOMSAY,LAO PEOPLES DEMOCRATIC REPUBLIC
VLPS,PAKSE,PAKSE,LAO PEOPLES DEMOCRATIC REPUBLIC
VLSK,SAVANNAKHET,SAVANNAKHET,LAO PEOPLES DEMOCRATIC REPUBLIC
VLSN,SAM NEUA,SAM NEUA,LAO PEOPLES DEMOCRATIC REPUBLIC
VLVT,WATTAY INTL,VIENTIANE,LAO PEOPLES DEMOCRATIC REPUBLIC
VNBP,BHARATPUR,BHARATPUR,NEPAL
VNBW,BHAIRAHAWA,BHAIRAHAWA,NEPAL
VNDH,DHANGADHI,DHANGADHI,NEPAL
VNJP,JANAKPUR,JANAKPUR,NEPAL
VNKT,TRIBHUVAN INTL,KATHMANDU,NEPAL
VNMG,MEGHAULI,MEGHAULI,NEPAL
VNNG,NEPALGUNJ,NEPALGUNJ,NEPAL
VNO,VANIMO,VANIMO,PAPUA NEW GUINEA
VNPK,POKHARA,POKHARA,NEPAL
VNSI,SIMARA,SIMARA,NEPAL
VNSK,SURKHET,SURKHET,NEPAL
VNTR,TUMLINGTAR,TUMLINGTAR,NEPAL
VNVT,BIRATNAGAR,BIRATNAGAR,NEPAL
VOBG,BANGALORE,BANGALORE,INDIA
VOCB,COIMBATORE,COIMBATORE,INDIA
VOCC,COCHIN,COCHIN,INDIA
VOCL,KARIPUR,CALICUT,INDIA
VOHY,HYDERABAD,HYDERABAD,INDIA
VOMD,MADURAI,MADURAI,INDIA
VOML,MANGALORE,MANGALORE,INDIA
VOMM,MADRAS INTL,MADRAS,INDIA
VOPB,PORT BLAIR,PORT BLAIR,INDIA
VOTP,TIRUPATI,TIRUPATI,INDIA
VOTR,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,INDIA
VOTV,TRIVANDRUM,TRIVANDRUM,INDIA
VQPR,PARO,PARO,BHUTAN
VRMG,GAN,GAN,MALDIVES
VRMM,MALE INTL,MALE,MALDIVES
VRMV,Villa Airport Maamigili,,MALDIVES
VTBD,BANGKOK INTL,BANGKOK,THAILAND
VTBK,KAMPHAENG SAEN,NAKHON PATHON,THAILAND
VTBU,U-TAPHAO INTL,RAYONG,THAILAND
VTCC,CHIANG MAI INTL,CHIANG MAI,THAILAND
VTCH,MAE HONGSON,MAE HONGSON,THAILAND
VTCL,LAMPANG,LAMPANG,THAILAND
VTCN,NAN,NAN,THAILAND
VTCP,PHRAE,PHRAE,THAILAND
VTPM,MAE SOT AERO,TAK,THAILAND
VTPP,PHITSANULOK,PHITSANULOK,THAILAND
VTSB,SURAT THANI,SURAT THANI,THAILAND
VTSC,NARATHIWAT,NARATHIWAT,THAILAND
VTSN,NAKHON SI THAMMARAT,NAKHON SI THAMMARAT,THAILAND
VTSP,PHUKET INTL,PHUKET,THAILAND
VTSR,RANONG,RANONG,THAILAND
VTSS,HAT YAI INTL,SONGKHLA,THAILAND
VTST,TRANG,TRANG,THAILAND
VTUD,UDON THANI,UDON THANI,THAILAND
VTUK,KHON KAEN,KHON KAEN,THAILAND
VTUN,KHORAT,NAKHON RATCHASIMA,THAILAND
VTUS,SAKON NAKHON,SAKON NAKHON,THAILAND
VTUU,UBON RATCHATHANI,UBON RATCHATHANI,THAILAND
VVCI,CATBI,HAIPHONG,VIET NAM
VVDL,LIENKHOUNG,DALAT,VIET NAM
VVDN,DANANG INTL,DANANG,VIET NAM
VVNB,NOIBAI,HANOI,VIET NAM
VVNT,NHATRANG,NHATRANG,VIET NAM
VVPB,PHUBAI,HUE,VIET NAM
VVPK,PLEIKU,PLEIKU,VIET NAM
VVPQ,DUONGDONG,PHUQUOC,VIET NAM
VVTS,TANSONNHAT,HOCHIMINH,VIET NAM
VYBG,BAGAN,BAGAN,MYANMAR
VYDW,DAWEI,DAWEI,MYANMAR
VYHH,HEHO,HEHO,MYANMAR
VYKG,KENGTUNG,KENGTUNG,MYANMAR
VYKI,KANTI,KANTI,MYANMAR
VYKP,KYAUKPYU,KYAUKPYU,MYANMAR
VYKT,KAWTHOUNG,KAWTHOUNG,MYANMAR
VYLK,LOIKAW,LOIKAW,MYANMAR
VYLS,LASHIO,LASHIO,MYANMAR
VYMD,CHANMYATHAZI,MANDALAY,MYANMAR
VYME,MYEIK,MYEIK,MYANMAR
VYMK,PAMTI,MYITKYINA,MYANMAR
VYMM,MAWLAMYINE,MAWLAMYINE,MYANMAR
VYMS,MONG-HSAT,MONG-HSAT,MYANMAR
VYPT,PUTAO,PUTAO,MYANMAR
VYSW,SITTWE,SITTWE,MYANMAR
VYTD,MAZIN,THANDWE,MYANMAR
VYTL,TACHILEK,TACHILEK,MYANMAR
VYYY,YANGON INTL,YANGON,MYANMAR
WAAA,HASANUDDIN,UJUNG PANDANG,INDONESIA
WAAU,WOLTER MONGINSIDI,KENDARI,INDONESIA
WABB,FRANS KAISIEPO,BIAK,INDONESIA
WAJJ,SENTANI,JAYAPURA,INDONESIA
WAKK,MOPAH,MERAUKE,INDONESIA
WAMG,JALALUDDIN,GORONTALO,INDONESIA
WAML,MUTIARA,PALU,INDONESIA
WAMM,RATULANGI,MANADO,INDONESIA
WAMT,BABULLAH,TERNATE,INDONESIA
WAPP,PATTIMURA,AMBON,INDONESIA
WASS,JEFMAN,SORONG,INDONESIA
WBB,STEBBINS,STEBBINS,UNITED STATES
WBGB,BINTULU,BINTULU,MALAYSIA
WBGG,KUCHING INTL,KUCHING,MALAYSIA
WBGK,MUKAH,MUKAH,MALAYSIA
WBGR,MIRI,MIRI,MALAYSIA
WBGS,SIBU,SIBU,MALAYSIA
WBKD,LAHAD DATU,LAHAD DATU,MALAYSIA
WBKK,KOTA KINABALU,KOTA KINABALU,MALAYSIA
WBKL,LABUAN I,LABUAN I,MALAYSIA
WBKS,SANDAKAN,SANDAKAN,MALAYSIA
WBKW,TAWAU,TAWAU,MALAYSIA
WBQ,BEAVER,BEAVER,UNITED STATES
WBSB,BRUNEI INTL,BANDAR SERI BEGAWAN,BRUNEI DARUSSALAM
WDA,WAPENAMANDA,WAPENAMANDA,PAPUA NEW GUINEA
WIBB,SIMPANG TIGA,PEKANBARU,INDONESIA
WIIB,HUSEIN SASTRANEGARA,BANDUNG,INDONESIA
WIIH,HALIM INTL,JAKARTA,INDONESIA
WIII,SOEKARNO-HATTA INTL,JAKARTA,INDONESIA
WIIJ,ADISUCIPTO,YOGYAKARTA,INDONESIA
WIIS,ACHMAD YANI,SEMARANG,INDONESIA
WIKK,PANGKALPINANG,PANGKALPINANG,INDONESIA
WIMG,TABING,PADANG,INDONESIA
WIMM,POLONIA,MEDAN,INDONESIA
WIOO,SUPADIO,PONTIANAK,INDONESIA
WIPP,SULTAN M BADARUDDIN II,PALEMBANG,INDONESIA
WITT,BLANGBINTANG,BANDA ACEH,INDONESIA
WLK,SELAWIK,SELAWIK,UNITED STATES
WMKA,SULTAN ABDUL HALIM,ALOR SETAR,MALAYSIA
WMKC,SULTAN ISMAIL PETRA,KOTA BHARU,MALAYSIA
WMKD,KUANTAN,KUANTAN,MALAYSIA
WMKE,KERTEH AERO,KERTEH,MALAYSIA
WMKI,SULTAN AZLAN SHAH,IPOH,MALAYSIA
WMKJ,SULTAN ISMAIL,JOHOR BAHRU,MALAYSIA
WMKK,KUALA LUMPUR INTL,KUALA LUMPUR,MALAYSIA
WMKL,LANGKAWI INTL,LANGKAWI I.,MALAYSIA
WMKM,MALACCA,MALACCA,MALAYSIA
WMKN,SULTAN MAHMUD,KUALA TRENGGANU,MALAYSIA
WMKP,PENANG INTL,PENANG I,MALAYSIA
WRBB,SYAMSUDDIN NOOR,BANJARMASIN,INDONESIA
WRBI,ISKANDAR,PANGKALANBUN,INDONESIA
WRBP,TJILIK RIWUT,PALANGKARAYA,INDONESIA
WRG,WRANGELL,WRANGELL,UNITED STATES
WRKC,WAI OTI,MAUMERE,INDONESIA
WRKK,EL TARI,KUPANG,INDONESIA
WRLL,SEPINGGAN,BALIKPAPAN,INDONESIA
WRLR,TARAKAN,TARAKAN,INDONESIA
WRRA,SELAPARANG,MATARAM,INDONESIA
WRRR,BALI INTL,DEN PASAR,INDONESIA
WRRW,MAU HAU,WAINGAPU,INDONESIA
WRSJ,JUANDA,SURABAYA,INDONESIA
WRSQ,ADI SUMARMO/WIRYOKUSUMO,SOLO,INDONESIA
WRTT,KOMORO,DILI,INDONESIA
WSSL,SELETAR,SINGAPORE,SINGAPORE
WSSS,CHANGI,SINGAPORE,SINGAPORE
WTK,NOATAK,NOATAK,UNITED STATES
WWWV,,,SWEDEN
XXXX,Poltava,Poltava,UKRAINE
XXXY,KISHINAU,,MOLDOVA
YABA,ALBANY,ALBANY,AUSTRALIA
YARG,ARGYLE,ARGYLE,AUSTRALIA
YARM,ARMIDALE,ARMIDALE,AUSTRALIA
YAUR,AURUKUN,"AURUKUN, QLD",AUSTRALIA
YAYE,AYERS ROCK,AYERS ROCK,AUSTRALIA
YBAM,BAMAGA,"BAMAGA, QLD",AUSTRALIA
YBAR,BARCALDINE,BARCALDINE,AUSTRALIA
YBAS,ALICE SPRINGS,ALICE SPRINGS,AUSTRALIA
YBBN,BRISBANE INTL,BRISBANE,AUSTRALIA
YBCK,BLACKALL,BLACKALL,AUSTRALIA
YBCS,CAIRNS INTL,CAIRNS,AUSTRALIA
YBCV,CHARLEVILLE,CHARLEVILLE,AUSTRALIA
YBDV,BIRDSVILLE,BIRDSVILLE,AUSTRALIA
YBGO,BALGO HILL,BALGO HILL,AUSTRALIA
YBHI,BROKEN HILL,BROKEN HILL,AUSTRALIA
YBHM,HAMILTON I.,"HAMILTON I, QLD",AUSTRALIA
YBIE,BEDOURIE,BEDOURIE,AUSTRALIA
YBKE,BOURKE,BOURKE,AUSTRALIA
YBKT,BURKETOWN,BURKETOWN,AUSTRALIA
YBMA,MT ISA,MT ISA,AUSTRALIA
YBMC,SUNSHINE COAST,MAROOCHYDORE,AUSTRALIA
YBMK,MACKAY,MACKAY,AUSTRALIA
YBNA,BALLINA,BALLINA,AUSTRALIA
YBOU,BOULIA,BOULIA,AUSTRALIA
YBPN,WHITSUNDAY,PROSERPINE,AUSTRALIA
YBRK,ROCKHAMPTON,ROCKHAMPTON,AUSTRALIA
YBRL,BORROLOOLA,BORROLOOLA,AUSTRALIA
YBRM,BROOME,BROOME,AUSTRALIA
YBRW,BREWARRINA,BREWARRINA,AUSTRALIA
YBTH,BATHURST,BATHURST,AUSTRALIA
YBTI,BATHURST I,BATHURST I,AUSTRALIA
YBTL,TOWNSVILLE INTL,TOWNSVILLE,AUSTRALIA
YBTR,BLACKWATER,BLACKWATER,AUSTRALIA
YBUD,BUNDABERG,BUNDABERG,AUSTRALIA
YBWP,WEIPA,WEIPA,AUSTRALIA
YCAR,CARNARVON,"CARNARVON, WA",AUSTRALIA
YCAS,CASINO,CASINO,AUSTRALIA
YCBA,COBAR,COBAR,AUSTRALIA
YCBB,COONABARABRAN,COONABARABRAN,AUSTRALIA
YCBP,COOBER PEDY,COOBER PEDY,AUSTRALIA
YCCY,CLONCURRY,CLONCURRY,AUSTRALIA
YCDU,CEDUNA,"CEDUNA, SA",AUSTRALIA
YCKN,COOKTOWN,COOKTOWN,AUSTRALIA
YCMU,CUNNAMULLA,CUNNAMULLA,AUSTRALIA
YCNM,COONAMBLE,COONAMBLE,AUSTRALIA
YCOE,COEN,COEN,AUSTRALIA
YCOM,COOMA-SNOWY MOUNTAINS,"COOMA-SNOWY MOUNTAINS, NSW",AUSTRALIA
YCTM,COOTAMUNDRA,COOTAMUNDRA,AUSTRALIA
YCWL,COWELL,COWELL,AUSTRALIA
YCWR,COWRA,COWRA,AUSTRALIA
YDBY,DERBY,DERBY,AUSTRALIA
YDMG,DOOMADGEE,"DOOMADGEE, QLD",AUSTRALIA
YDPO,DEVONPORT,DEVONPORT,AUSTRALIA
YELD,ELCHO I,ELCHO I,AUSTRALIA
YEML,EMERALD,EMERALD,AUSTRALIA
YESP,ESPERANCE,ESPERANCE,AUSTRALIA
YFBS,FORBES,FORBES,AUSTRALIA
YFLI,FLINDERS IS,FLINDERS IS,AUSTRALIA
YFTZ,FITZROY CROSSING,FITZROY CROSSING,AUSTRALIA
YGDH,GUNNEDAH,GUNNEDAH,AUSTRALIA
YGEL,GERALDTON,GERALDTON,AUSTRALIA
YGFN,GRAFTON,GRAFTON,AUSTRALIA
YGLA,GLADSTONE,GLADSTONE,AUSTRALIA
YGLI,GLEN INNES,GLEN INNES,AUSTRALIA
YGPT,GARDEN POINT,GARDEN POINT,AUSTRALIA
YGTE,GROOTE EYLANDT,GROOTE EYLANDT,AUSTRALIA
YGTH,GRIFFITH,GRIFFITH,AUSTRALIA
YHBA,HERVEY BAY,HERVEY BAY,AUSTRALIA
YHID,HORN I,HORN I,AUSTRALIA
YHLC,HALLS CREEK,HALLS CREEK,AUSTRALIA
YHOO,HOOKER CREEK,HOOKER CREEK,AUSTRALIA
YHUG,HUGHENDEN,"HUGHENDEN, QLD",AUSTRALIA
YIVL,INVERELL,INVERELL,AUSTRALIA
YJLC,JULIA CREEK,"JULIA CREEK, QLD",AUSTRALIA
YKII,KING IS,KING IS,AUSTRALIA
YKKG,KALKGURUNG,KALKGURUNG,AUSTRALIA
YKMB,KARUMBA,KARUMBA,AUSTRALIA
YKMP,KEMPSEY,KEMPSEY,AUSTRALIA
YKOW,KOWANYAMA,"KOWANYAMA, QLD",AUSTRALIA
YKSC,KINGSCOTE,KINGSCOTE,AUSTRALIA
YLEC,LEIGH CREEK,LEIGH CREEK,AUSTRALIA
YLEO,LEONORA,LEONORA,AUSTRALIA
YLEV,LAKE EVELLA,LAKE EVELLA,AUSTRALIA
YLHR,LOCKHART RIVER,LOCKHART RIVER,AUSTRALIA
YLIS,LISMORE,LISMORE,AUSTRALIA
YLRD,LIGHTNING RIDGE,LIGHTNING RIDGE,AUSTRALIA
YLRE,LONGREACH,LONGREACH,AUSTRALIA
YLST,LEINSTER,LEINSTER,AUSTRALIA
YLTN,LAVERTON,LAVERTON,AUSTRALIA
YMAY,ALBURY,ALBURY,AUSTRALIA
YMCT,MILLICENT,MILLICENT,AUSTRALIA
YMDG,MUDGEE,MUDGEE,AUSTRALIA
YMEK,MEEKATHARRA,MEEKATHARRA,AUSTRALIA
YMEN,ESSENDON,MELBOURNE,AUSTRALIA
YMER,MERIMBULA,MERIMBULA,AUSTRALIA
YMES,EAST SALE (MILITARY),EAST SALE,AUSTRALIA
YMGB,MILINGIMBI,MILINGIMBI,AUSTRALIA
YMGD,MANINGRIDA,MANINGRIDA,AUSTRALIA
YMGR,MARGARET RIVER,"MARGARET RIVER, WA",AUSTRALIA
YMHB,HOBART,HOBART,AUSTRALIA
YMIA,MILDURA,MILDURA,AUSTRALIA
YMLT,LAUNCESTON,LAUNCESTON,AUSTRALIA
YMMB,MOORABBIN,MELBOURNE,AUSTRALIA
YMML,MELBOURNE INTL,MELBOURNE,AUSTRALIA
YMOR,MOREE,MOREE,AUSTRALIA
YMRE,MARREE,"MARREE, SA",AUSTRALIA
YMRY,MORUYA,MORUYA,AUSTRALIA
YMTG,MOUNT GAMBIER,MOUNT GAMBIER,AUSTRALIA
YMTI,MORNINGTON I.,"MORNINGTON I, QLD",AUSTRALIA
YMYB,MARYBOROUGH,MARYBOROUGH,AUSTRALIA
YNAR,NARRANDERA,NARRANDERA,AUSTRALIA
YNBR,NARRABRI,NARRABRI,AUSTRALIA
YNGU,NGUKURR,"NGUKURR, NT",AUSTRALIA
YNRC,NARACOORTE,NARACOORTE,AUSTRALIA
YNTN,NORMANTON,NORMANTON,AUSTRALIA
YNUM,NUMBULWAR,NUMBULWAR,AUSTRALIA
YNWN,NEWMAN,NEWMAN,AUSTRALIA
YNYN,NYNGAN,NYNGAN,AUSTRALIA
YOLD,OLYMPIC DAM,OLYMPIC DAM,AUSTRALIA
YOOM,MOOMBA,MOOMBA,AUSTRALIA
YORG,ORANGE,"ORANGE, NSW",AUSTRALIA
YPAD,ADELAIDE INTL,ADELAIDE,AUSTRALIA
YPAG,PORT AUGUSTA,PORT AUGUSTA,AUSTRALIA
YPBO,PARABURDOO,PARABURDOO,AUSTRALIA
YPCC,COCOS I INTL,COCOS I,COCOS (KEELING) ISLANDS
YPDN,DARWIN,DARWIN,AUSTRALIA
YPGV,GOVE,GOVE,AUSTRALIA
YPKA,KARRATHA,KARRATHA,AUSTRALIA
YPKG,KALGOORLIE/BOULDER,KALGOORLIE,AUSTRALIA
YPKS,PARKES,PARKES,AUSTRALIA
YPKU,KUNUNURRA,KUNUNURRA,AUSTRALIA
YPLC,PORT LINCOLN,PORT LINCOLN,AUSTRALIA
YPLM,LEARMONTH,LEARMONTH,AUSTRALIA
YPMQ,PORT MACQUARIE,PORT MACQUARIE,AUSTRALIA
YPOD,PORTLAND,PORTLAND,AUSTRALIA
YPPD,PORT HEDLAND INTL,PORT HEDLAND,AUSTRALIA
YPPH,PERTH INTL,PERTH,AUSTRALIA
YPTN,KATHERINE,KATHERINE,AUSTRALIA
YPWR,WOOMERA,WOOMERA,AUSTRALIA
YPXM,CHRISTMAS ISLAND,CHRISTMAS I,SWITZERLAND
YQLP,QUILPIE,QUILPIE,AUSTRALIA
YREN,RENMARK,RENMARK,AUSTRALIA
YRMD,RICHMOND,RICHMOND,AUSTRALIA
YRNG,RAMINGINING,RAMINGINING,AUSTRALIA
YROM,ROMA,ROMA,AUSTRALIA
YRTI,ROTTNEST I,ROTTNEST I,AUSTRALIA
YSCB,CANBERRA,CANBERRA,AUSTRALIA
YSCH,COFFS HARBOUR,COFFS HARBOUR,AUSTRALIA
YSCO,SCONE,SCONE,AUSTRALIA
YSCR,SOUTHERN CROSS,"SOUTHERN CROSS, WA",AUSTRALIA
YSDU,DUBBO,DUBBO,AUSTRALIA
YSGE,ST GEORGE,ST GEORGE,AUSTRALIA
YSHT,SHEPPARTON,"SHEPPARTON, VIC",AUSTRALIA
YSNB,SNAKE BAY,SNAKE BAY,AUSTRALIA
YSNF,NORFOLK ISLAND INTL,NORFOLK I,NORFOLK ISLAND
YSSY,KINGSFORD SMITH INTL,SYDNEY,AUSTRALIA
YSTW,TAMWORTH,TAMWORTH,AUSTRALIA
YSWG,WAGGA WAGGA,WAGGA WAGGA,AUSTRALIA
YTGM,THARGOMINDAH,THARGOMINDAH,AUSTRALIA
YTNG,THANGOOL,THANGOOL,AUSTRALIA
YTNK,TENNANT CREEK,TENNANT CREEK,AUSTRALIA
YTWB,TOOWOOMBA,"TOOWOOMBA, QLD",AUSTRALIA
YVRD,VICTORIA RIVER DOWNS,"VICTORIA RIVER DOWNS, NT",AUSTRALIA
YWDH,WINDORAH,"WINDORAH, QLD",AUSTRALIA
YWHA,WHYALLA,WHYALLA,AUSTRALIA
YWLG,WALGETT,WALGETT,AUSTRALIA
YWLM,WILLIAMTOWN MILITARY,NEWCASTLE,AUSTRALIA
YWLU,WILUNA,WILUNA,AUSTRALIA
YWTN,WINTON,WINTON,AUSTRALIA
YWUD,WUDINNA,WUDINNA,AUSTRALIA
YWWL,WEST WYALONG,"WEST WYALONG, NSW",AUSTRALIA
YWYM,WYNDHAM,WYNDHAM,AUSTRALIA
YYNG,YOUNG,"YOUNG, NSW",AUSTRALIA
Z46,ATQASUK,ATQASUK,UNITED STATES
Z60,AMBLER,AMBLER,UNITED STATES
ZBAA,BEIJING CAPITAL,BEIJING,CHINA
ZBHH,BAITA,HOHHOT,CHINA
ZBTJ,ZHANGGUIZHUANG,TIANJIN,CHINA
ZBYN,WUSU,TAIYUAN,CHINA
ZGGG,BAIYUN,GUANGZHOU,CHINA
ZGHA,HUANGHUA,CHANGSHA,CHINA
ZGKL,QIFENGLING,GUILIN,CHINA
ZGNN,WUXU,NANNING,CHINA
ZGSZ,HUANGTIAN,SHENZHEN,CHINA
ZKPY,SUNAN,PYONGYANG,"KOREA, DEMOCRATIC PEOPLES REPUBLIC"
ZLXY,XIANYANG,XI'AN,CHINA
ZMUB,BUYANT-UKHAA,ULAANBAATAR,MONGOLIA
ZPPP,WUJIABA,KUNMING,CHINA
ZSAM,GAOQI,XIAMEN,CHINA
ZSFZ,Fuzhou Changle Intl Airport,Fuzhou,CHINA
ZSHC,JIANQIAO,HANGZHOU,CHINA
ZSNB,LISHE,NINGBO,CHINA
ZSNJ,"Nanjing, Lukou International Airport",Nanjing,CHINA
ZSOF,LUOGANG,HEFEI,CHINA
ZSPD,Shanghai Pudong International Airport,Shanghai,CHINA
